title,summary,n_enrolled,course_type,institution,instructors,Level,subject,language,subtitles,course_effort,course_length,price,course_description,course_syllabus,course_url
Web Development,A intermediate path into Web Development.,186791,Self-paced,DelftX,Course Staff,Intermediate,Computer Science,English,English,6–11 hours per week,11 Weeks,Free,"Web Development for web development. Build practical, job-ready skills in css, html, javascript, rest api. Designed for intermediate learners aiming for a Web Development role.","Module 1: Foundations of Web Development | Module 2: Core tools (css, rest api) | Module 3: Hands-on Web Development project | Module 4: Intermediate techniques and best practices | Module 5: Career path toward Web Development",https://www.edx.org/course/web-development-intermediate
Web Development,A advanced path into Web Development.,153967,Self-paced,HarvardX,Course Staff,Advanced,Computer Science,English,English,5–10 hours per week,12 Weeks,$99,"Web Development for web development. Build practical, job-ready skills in typescript, rest api, react, html. Designed for advanced learners aiming for a Web Development role.","Module 1: Foundations of Web Development | Module 2: Core tools (typescript, html) | Module 3: Hands-on Web Development project | Module 4: Advanced techniques and best practices | Module 5: Career path toward Web Development",https://www.edx.org/course/web-development-advanced
React,A beginner path into Web Development.,193895,Self-paced,DelftX,Course Staff,Introductory,Computer Science,English,English,7–9 hours per week,6 Weeks,Free (Audit),"React for web development. Build practical, job-ready skills in javascript, node.js, rest api, react. Designed for beginner learners aiming for a Web Development role.","Module 1: Foundations of React | Module 2: Core tools (javascript, react) | Module 3: Hands-on React project | Module 4: Beginner techniques and best practices | Module 5: Career path toward Web Development",https://www.edx.org/course/react-beginner
React,A intermediate path into Web Development.,147299,Self-paced,GTx,Course Staff,Intermediate,Computer Science,English,English,4–10 hours per week,8 Weeks,$49,"React for web development. Build practical, job-ready skills in css, typescript, html, rest api. Designed for intermediate learners aiming for a Web Development role.","Module 1: Foundations of React | Module 2: Core tools (css, rest api) | Module 3: Hands-on React project | Module 4: Intermediate techniques and best practices | Module 5: Career path toward Web Development",https://www.edx.org/course/react-intermediate
React,A advanced path into Web Development.,39397,Self-paced,BerkeleyX,Course Staff,Advanced,Computer Science,English,English,4–9 hours per week,8 Weeks,Free,"React for web development. Build practical, job-ready skills in node.js, javascript, html, typescript. Designed for advanced learners aiming for a Web Development role.","Module 1: Foundations of React | Module 2: Core tools (node.js, typescript) | Module 3: Hands-on React project | Module 4: Advanced techniques and best practices | Module 5: Career path toward Web Development",https://www.edx.org/course/react-advanced
Full-Stack JavaScript,A beginner path into Web Development.,14307,Self-paced,Microsoft,Course Staff,Introductory,Computer Science,English,English,7–13 hours per week,7 Weeks,Free (Audit),"Full-Stack JavaScript for web development. Build practical, job-ready skills in typescript, html, rest api, node.js. Designed for beginner learners aiming for a Web Development role.","Module 1: Foundations of Full-Stack JavaScript | Module 2: Core tools (typescript, node.js) | Module 3: Hands-on Full-Stack JavaScript project | Module 4: Beginner techniques and best practices | Module 5: Career path toward Web Development",https://www.edx.org/course/full-stack-javascript-beginner
Full-Stack JavaScript,A intermediate path into Web Development.,199157,Self-paced,Microsoft,Course Staff,Intermediate,Computer Science,English,English,4–11 hours per week,8 Weeks,Free,"Full-Stack JavaScript for web development. Build practical, job-ready skills in react, rest api, html, typescript. Designed for intermediate learners aiming for a Web Development role.","Module 1: Foundations of Full-Stack JavaScript | Module 2: Core tools (react, typescript) | Module 3: Hands-on Full-Stack JavaScript project | Module 4: Intermediate techniques and best practices | Module 5: Career path toward Web Development",https://www.edx.org/course/full-stack-javascript-intermediate
Full-Stack JavaScript,A advanced path into Web Development.,49840,Self-paced,DelftX,Course Staff,Advanced,Computer Science,English,English,7–11 hours per week,4 Weeks,Free,"Full-Stack JavaScript for web development. Build practical, job-ready skills in rest api, react, css, javascript. Designed for advanced learners aiming for a Web Development role.","Module 1: Foundations of Full-Stack JavaScript | Module 2: Core tools (rest api, javascript) | Module 3: Hands-on Full-Stack JavaScript project | Module 4: Advanced techniques and best practices | Module 5: Career path toward Web Development",https://www.edx.org/course/full-stack-javascript-advanced
Frontend Engineering,A beginner path into Web Development.,43596,Self-paced,BerkeleyX,Course Staff,Introductory,Computer Science,English,English,7–12 hours per week,8 Weeks,Free (Audit),"Frontend Engineering for web development. Build practical, job-ready skills in typescript, css, node.js, react. Designed for beginner learners aiming for a Web Development role.","Module 1: Foundations of Frontend Engineering | Module 2: Core tools (typescript, react) | Module 3: Hands-on Frontend Engineering project | Module 4: Beginner techniques and best practices | Module 5: Career path toward Web Development",https://www.edx.org/course/frontend-engineering-beginner
Frontend Engineering,A intermediate path into Web Development.,37860,Self-paced,IBM,Course Staff,Intermediate,Computer Science,English,English,5–11 hours per week,7 Weeks,Free,"Frontend Engineering for web development. Build practical, job-ready skills in react, node.js, typescript, css. Designed for intermediate learners aiming for a Web Development role.","Module 1: Foundations of Frontend Engineering | Module 2: Core tools (react, css) | Module 3: Hands-on Frontend Engineering project | Module 4: Intermediate techniques and best practices | Module 5: Career path toward Web Development",https://www.edx.org/course/frontend-engineering-intermediate
Frontend Engineering,A advanced path into Web Development.,81427,Self-paced,DelftX,Course Staff,Advanced,Computer Science,English,English,3–12 hours per week,12 Weeks,$49,"Frontend Engineering for web development. Build practical, job-ready skills in typescript, html, javascript, node.js. Designed for advanced learners aiming for a Web Development role.","Module 1: Foundations of Frontend Engineering | Module 2: Core tools (typescript, node.js) | Module 3: Hands-on Frontend Engineering project | Module 4: Advanced techniques and best practices | Module 5: Career path toward Web Development",https://www.edx.org/course/frontend-engineering-advanced
Node.js APIs,A beginner path into Web Development.,65871,Self-paced,Microsoft,Course Staff,Introductory,Computer Science,English,English,7–13 hours per week,5 Weeks,$99,"Node.js APIs for web development. Build practical, job-ready skills in node.js, react, typescript, css. Designed for beginner learners aiming for a Web Development role.","Module 1: Foundations of Node.js APIs | Module 2: Core tools (node.js, css) | Module 3: Hands-on Node.js APIs project | Module 4: Beginner techniques and best practices | Module 5: Career path toward Web Development",https://www.edx.org/course/node-js-apis-beginner
Node.js APIs,A intermediate path into Web Development.,31471,Self-paced,DelftX,Course Staff,Intermediate,Computer Science,English,English,7–10 hours per week,11 Weeks,Free,"Node.js APIs for web development. Build practical, job-ready skills in css, node.js, typescript, react. Designed for intermediate learners aiming for a Web Development role.","Module 1: Foundations of Node.js APIs | Module 2: Core tools (css, react) | Module 3: Hands-on Node.js APIs project | Module 4: Intermediate techniques and best practices | Module 5: Career path toward Web Development",https://www.edx.org/course/node-js-apis-intermediate
Node.js APIs,A advanced path into Web Development.,196508,Self-paced,HarvardX,Course Staff,Advanced,Computer Science,English,English,3–13 hours per week,5 Weeks,Free,"Node.js APIs for web development. Build practical, job-ready skills in css, html, react, node.js. Designed for advanced learners aiming for a Web Development role.","Module 1: Foundations of Node.js APIs | Module 2: Core tools (css, node.js) | Module 3: Hands-on Node.js APIs project | Module 4: Advanced techniques and best practices | Module 5: Career path toward Web Development",https://www.edx.org/course/node-js-apis-advanced
Cybersecurity,A beginner path into Security.,99162,Self-paced,UBCx,Course Staff,Introductory,Computer Science,English,English,5–12 hours per week,10 Weeks,$99,"Cybersecurity for security. Build practical, job-ready skills in network security, penetration testing, incident response, cybersecurity. Designed for beginner learners aiming for a Security role.","Module 1: Foundations of Cybersecurity | Module 2: Core tools (network security, cybersecurity) | Module 3: Hands-on Cybersecurity project | Module 4: Beginner techniques and best practices | Module 5: Career path toward Security",https://www.edx.org/course/cybersecurity-beginner
Cybersecurity,A intermediate path into Security.,122373,Self-paced,GTx,Course Staff,Intermediate,Computer Science,English,English,7–14 hours per week,12 Weeks,$99,"Cybersecurity for security. Build practical, job-ready skills in cybersecurity, cryptography, penetration testing, network security. Designed for intermediate learners aiming for a Security role.","Module 1: Foundations of Cybersecurity | Module 2: Core tools (cybersecurity, network security) | Module 3: Hands-on Cybersecurity project | Module 4: Intermediate techniques and best practices | Module 5: Career path toward Security",https://www.edx.org/course/cybersecurity-intermediate
Cybersecurity,A advanced path into Security.,18639,Self-paced,Microsoft,Course Staff,Advanced,Computer Science,English,English,2–13 hours per week,4 Weeks,$99,"Cybersecurity for security. Build practical, job-ready skills in incident response, network security, cybersecurity, penetration testing. Designed for advanced learners aiming for a Security role.","Module 1: Foundations of Cybersecurity | Module 2: Core tools (incident response, penetration testing) | Module 3: Hands-on Cybersecurity project | Module 4: Advanced techniques and best practices | Module 5: Career path toward Security",https://www.edx.org/course/cybersecurity-advanced
Ethical Hacking,A beginner path into Security.,63102,Self-paced,BerkeleyX,Course Staff,Introductory,Computer Science,English,English,4–10 hours per week,12 Weeks,Free (Audit),"Ethical Hacking for security. Build practical, job-ready skills in incident response, cybersecurity, network security, penetration testing. Designed for beginner learners aiming for a Security role.","Module 1: Foundations of Ethical Hacking | Module 2: Core tools (incident response, penetration testing) | Module 3: Hands-on Ethical Hacking project | Module 4: Beginner techniques and best practices | Module 5: Career path toward Security",https://www.edx.org/course/ethical-hacking-beginner
Ethical Hacking,A intermediate path into Security.,138484,Self-paced,UBCx,Course Staff,Intermediate,Computer Science,English,English,4–14 hours per week,10 Weeks,$99,"Ethical Hacking for security. Build practical, job-ready skills in network security, penetration testing, cryptography, cybersecurity. Designed for intermediate learners aiming for a Security role.","Module 1: Foundations of Ethical Hacking | Module 2: Core tools (network security, cybersecurity) | Module 3: Hands-on Ethical Hacking project | Module 4: Intermediate techniques and best practices | Module 5: Career path toward Security",https://www.edx.org/course/ethical-hacking-intermediate
Ethical Hacking,A advanced path into Security.,110185,Self-paced,UBCx,Course Staff,Advanced,Computer Science,English,English,6–13 hours per week,6 Weeks,$99,"Ethical Hacking for security. Build practical, job-ready skills in cryptography, penetration testing, incident response, cybersecurity. Designed for advanced learners aiming for a Security role.","Module 1: Foundations of Ethical Hacking | Module 2: Core tools (cryptography, cybersecurity) | Module 3: Hands-on Ethical Hacking project | Module 4: Advanced techniques and best practices | Module 5: Career path toward Security",https://www.edx.org/course/ethical-hacking-advanced
Network Security,A beginner path into Security.,50325,Self-paced,MITx,Course Staff,Introductory,Computer Science,English,English,8–13 hours per week,12 Weeks,Free (Audit),"Network Security for security. Build practical, job-ready skills in cryptography, penetration testing, cybersecurity, incident response. Designed for beginner learners aiming for a Security role.","Module 1: Foundations of Network Security | Module 2: Core tools (cryptography, incident response) | Module 3: Hands-on Network Security project | Module 4: Beginner techniques and best practices | Module 5: Career path toward Security",https://www.edx.org/course/network-security-beginner
Network Security,A intermediate path into Security.,75202,Self-paced,BerkeleyX,Course Staff,Intermediate,Computer Science,English,English,5–12 hours per week,12 Weeks,$49,"Network Security for security. Build practical, job-ready skills in network security, cryptography, incident response, penetration testing. Designed for intermediate learners aiming for a Security role.","Module 1: Foundations of Network Security | Module 2: Core tools (network security, penetration testing) | Module 3: Hands-on Network Security project | Module 4: Intermediate techniques and best practices | Module 5: Career path toward Security",https://www.edx.org/course/network-security-intermediate
Network Security,A advanced path into Security.,5251,Self-paced,IBM,Course Staff,Advanced,Computer Science,English,English,4–13 hours per week,10 Weeks,$49,"Network Security for security. Build practical, job-ready skills in penetration testing, incident response, cryptography, network security. Designed for advanced learners aiming for a Security role.","Module 1: Foundations of Network Security | Module 2: Core tools (penetration testing, network security) | Module 3: Hands-on Network Security project | Module 4: Advanced techniques and best practices | Module 5: Career path toward Security",https://www.edx.org/course/network-security-advanced
Security Operations,A beginner path into Security.,121803,Self-paced,DelftX,Course Staff,Introductory,Computer Science,English,English,3–14 hours per week,9 Weeks,Free (Audit),"Security Operations for security. Build practical, job-ready skills in cryptography, incident response, network security, cybersecurity. Designed for beginner learners aiming for a Security role.","Module 1: Foundations of Security Operations | Module 2: Core tools (cryptography, cybersecurity) | Module 3: Hands-on Security Operations project | Module 4: Beginner techniques and best practices | Module 5: Career path toward Security",https://www.edx.org/course/security-operations-beginner
Security Operations,A intermediate path into Security.,186380,Self-paced,MITx,Course Staff,Intermediate,Computer Science,English,English,3–9 hours per week,7 Weeks,$99,"Security Operations for security. Build practical, job-ready skills in cryptography, network security, cybersecurity, penetration testing. Designed for intermediate learners aiming for a Security role.","Module 1: Foundations of Security Operations | Module 2: Core tools (cryptography, penetration testing) | Module 3: Hands-on Security Operations project | Module 4: Intermediate techniques and best practices | Module 5: Career path toward Security",https://www.edx.org/course/security-operations-intermediate
Security Operations,A advanced path into Security.,132652,Self-paced,HarvardX,Course Staff,Advanced,Computer Science,English,English,8–14 hours per week,10 Weeks,Free (Audit),"Security Operations for security. Build practical, job-ready skills in penetration testing, cybersecurity, incident response, cryptography. Designed for advanced learners aiming for a Security role.","Module 1: Foundations of Security Operations | Module 2: Core tools (penetration testing, cryptography) | Module 3: Hands-on Security Operations project | Module 4: Advanced techniques and best practices | Module 5: Career path toward Security",https://www.edx.org/course/security-operations-advanced
Cryptography,A beginner path into Security.,183776,Self-paced,Microsoft,Course Staff,Introductory,Computer Science,English,English,3–11 hours per week,5 Weeks,Free,"Cryptography for security. Build practical, job-ready skills in cybersecurity, incident response, penetration testing, network security. Designed for beginner learners aiming for a Security role.","Module 1: Foundations of Cryptography | Module 2: Core tools (cybersecurity, network security) | Module 3: Hands-on Cryptography project | Module 4: Beginner techniques and best practices | Module 5: Career path toward Security",https://www.edx.org/course/cryptography-beginner
Cryptography,A intermediate path into Security.,139453,Self-paced,MITx,Course Staff,Intermediate,Computer Science,English,English,2–10 hours per week,7 Weeks,$99,"Cryptography for security. Build practical, job-ready skills in cybersecurity, network security, cryptography, penetration testing. Designed for intermediate learners aiming for a Security role.","Module 1: Foundations of Cryptography | Module 2: Core tools (cybersecurity, penetration testing) | Module 3: Hands-on Cryptography project | Module 4: Intermediate techniques and best practices | Module 5: Career path toward Security",https://www.edx.org/course/cryptography-intermediate
Cryptography,A advanced path into Security.,79453,Self-paced,MITx,Course Staff,Advanced,Computer Science,English,English,3–13 hours per week,7 Weeks,$99,"Cryptography for security. Build practical, job-ready skills in penetration testing, cybersecurity, network security, cryptography. Designed for advanced learners aiming for a Security role.","Module 1: Foundations of Cryptography | Module 2: Core tools (penetration testing, cryptography) | Module 3: Hands-on Cryptography project | Module 4: Advanced techniques and best practices | Module 5: Career path toward Security",https://www.edx.org/course/cryptography-advanced
Natural Language Processing,A beginner path into NLP & GenAI.,86557,Self-paced,UBCx,Course Staff,Introductory,Computer Science,English,English,2–14 hours per week,8 Weeks,$99,"Natural Language Processing for nlp & genai. Build practical, job-ready skills in hugging face, prompt engineering, llm, rag. Designed for beginner learners aiming for a NLP & GenAI role.","Module 1: Foundations of Natural Language Processing | Module 2: Core tools (hugging face, rag) | Module 3: Hands-on Natural Language Processing project | Module 4: Beginner techniques and best practices | Module 5: Career path toward NLP & GenAI",https://www.edx.org/course/natural-language-processing-beginner
Natural Language Processing,A intermediate path into NLP & GenAI.,71247,Self-paced,MITx,Course Staff,Intermediate,Computer Science,English,English,3–12 hours per week,6 Weeks,$99,"Natural Language Processing for nlp & genai. Build practical, job-ready skills in rag, transformers, llm, embeddings. Designed for intermediate learners aiming for a NLP & GenAI role.","Module 1: Foundations of Natural Language Processing | Module 2: Core tools (rag, embeddings) | Module 3: Hands-on Natural Language Processing project | Module 4: Intermediate techniques and best practices | Module 5: Career path toward NLP & GenAI",https://www.edx.org/course/natural-language-processing-intermediate
Natural Language Processing,A advanced path into NLP & GenAI.,28077,Self-paced,UBCx,Course Staff,Advanced,Computer Science,English,English,2–9 hours per week,9 Weeks,Free,"Natural Language Processing for nlp & genai. Build practical, job-ready skills in llm, embeddings, nlp, prompt engineering. Designed for advanced learners aiming for a NLP & GenAI role.","Module 1: Foundations of Natural Language Processing | Module 2: Core tools (llm, prompt engineering) | Module 3: Hands-on Natural Language Processing project | Module 4: Advanced techniques and best practices | Module 5: Career path toward NLP & GenAI",https://www.edx.org/course/natural-language-processing-advanced
Large Language Models,A beginner path into NLP & GenAI.,37396,Self-paced,IBM,Course Staff,Introductory,Computer Science,English,English,4–11 hours per week,8 Weeks,$99,"Large Language Models for nlp & genai. Build practical, job-ready skills in prompt engineering, embeddings, llm, rag. Designed for beginner learners aiming for a NLP & GenAI role.","Module 1: Foundations of Large Language Models | Module 2: Core tools (prompt engineering, rag) | Module 3: Hands-on Large Language Models project | Module 4: Beginner techniques and best practices | Module 5: Career path toward NLP & GenAI",https://www.edx.org/course/large-language-models-beginner
Large Language Models,A intermediate path into NLP & GenAI.,29042,Self-paced,DelftX,Course Staff,Intermediate,Computer Science,English,English,3–11 hours per week,4 Weeks,$99,"Large Language Models for nlp & genai. Build practical, job-ready skills in transformers, nlp, embeddings, rag. Designed for intermediate learners aiming for a NLP & GenAI role.","Module 1: Foundations of Large Language Models | Module 2: Core tools (transformers, rag) | Module 3: Hands-on Large Language Models project | Module 4: Intermediate techniques and best practices | Module 5: Career path toward NLP & GenAI",https://www.edx.org/course/large-language-models-intermediate
Large Language Models,A advanced path into NLP & GenAI.,77401,Self-paced,BerkeleyX,Course Staff,Advanced,Computer Science,English,English,7–14 hours per week,11 Weeks,Free (Audit),"Large Language Models for nlp & genai. Build practical, job-ready skills in llm, prompt engineering, rag, embeddings. Designed for advanced learners aiming for a NLP & GenAI role.","Module 1: Foundations of Large Language Models | Module 2: Core tools (llm, embeddings) | Module 3: Hands-on Large Language Models project | Module 4: Advanced techniques and best practices | Module 5: Career path toward NLP & GenAI",https://www.edx.org/course/large-language-models-advanced
Generative AI,A beginner path into NLP & GenAI.,186694,Self-paced,DelftX,Course Staff,Introductory,Computer Science,English,English,3–12 hours per week,8 Weeks,Free,"Generative AI for nlp & genai. Build practical, job-ready skills in llm, rag, embeddings, hugging face. Designed for beginner learners aiming for a NLP & GenAI role.","Module 1: Foundations of Generative AI | Module 2: Core tools (llm, hugging face) | Module 3: Hands-on Generative AI project | Module 4: Beginner techniques and best practices | Module 5: Career path toward NLP & GenAI",https://www.edx.org/course/generative-ai-beginner
Generative AI,A intermediate path into NLP & GenAI.,141081,Self-paced,UBCx,Course Staff,Intermediate,Computer Science,English,English,6–14 hours per week,10 Weeks,Free,"Generative AI for nlp & genai. Build practical, job-ready skills in embeddings, rag, hugging face, transformers. Designed for intermediate learners aiming for a NLP & GenAI role.","Module 1: Foundations of Generative AI | Module 2: Core tools (embeddings, transformers) | Module 3: Hands-on Generative AI project | Module 4: Intermediate techniques and best practices | Module 5: Career path toward NLP & GenAI",https://www.edx.org/course/generative-ai-intermediate
Generative AI,A advanced path into NLP & GenAI.,113841,Self-paced,BerkeleyX,Course Staff,Advanced,Computer Science,English,English,2–9 hours per week,5 Weeks,$49,"Generative AI for nlp & genai. Build practical, job-ready skills in embeddings, llm, prompt engineering, nlp. Designed for advanced learners aiming for a NLP & GenAI role.","Module 1: Foundations of Generative AI | Module 2: Core tools (embeddings, nlp) | Module 3: Hands-on Generative AI project | Module 4: Advanced techniques and best practices | Module 5: Career path toward NLP & GenAI",https://www.edx.org/course/generative-ai-advanced
Building RAG Apps,A beginner path into NLP & GenAI.,192404,Self-paced,MITx,Course Staff,Introductory,Computer Science,English,English,3–11 hours per week,8 Weeks,$49,"Building RAG Apps for nlp & genai. Build practical, job-ready skills in transformers, prompt engineering, hugging face, embeddings. Designed for beginner learners aiming for a NLP & GenAI role.","Module 1: Foundations of Building RAG Apps | Module 2: Core tools (transformers, embeddings) | Module 3: Hands-on Building RAG Apps project | Module 4: Beginner techniques and best practices | Module 5: Career path toward NLP & GenAI",https://www.edx.org/course/building-rag-apps-beginner
Building RAG Apps,A intermediate path into NLP & GenAI.,90935,Self-paced,HarvardX,Course Staff,Intermediate,Computer Science,English,English,7–9 hours per week,6 Weeks,Free (Audit),"Building RAG Apps for nlp & genai. Build practical, job-ready skills in rag, transformers, prompt engineering, embeddings. Designed for intermediate learners aiming for a NLP & GenAI role.","Module 1: Foundations of Building RAG Apps | Module 2: Core tools (rag, embeddings) | Module 3: Hands-on Building RAG Apps project | Module 4: Intermediate techniques and best practices | Module 5: Career path toward NLP & GenAI",https://www.edx.org/course/building-rag-apps-intermediate
Building RAG Apps,A advanced path into NLP & GenAI.,8652,Self-paced,UBCx,Course Staff,Advanced,Computer Science,English,English,7–13 hours per week,7 Weeks,$99,"Building RAG Apps for nlp & genai. Build practical, job-ready skills in prompt engineering, transformers, embeddings, hugging face. Designed for advanced learners aiming for a NLP & GenAI role.","Module 1: Foundations of Building RAG Apps | Module 2: Core tools (prompt engineering, hugging face) | Module 3: Hands-on Building RAG Apps project | Module 4: Advanced techniques and best practices | Module 5: Career path toward NLP & GenAI",https://www.edx.org/course/building-rag-apps-advanced
Transformers,A beginner path into NLP & GenAI.,30872,Self-paced,DelftX,Course Staff,Introductory,Computer Science,English,English,4–14 hours per week,11 Weeks,$49,"Transformers for nlp & genai. Build practical, job-ready skills in prompt engineering, rag, hugging face, nlp. Designed for beginner learners aiming for a NLP & GenAI role.","Module 1: Foundations of Transformers | Module 2: Core tools (prompt engineering, nlp) | Module 3: Hands-on Transformers project | Module 4: Beginner techniques and best practices | Module 5: Career path toward NLP & GenAI",https://www.edx.org/course/transformers-beginner
Transformers,A intermediate path into NLP & GenAI.,83099,Self-paced,IBM,Course Staff,Intermediate,Computer Science,English,English,2–10 hours per week,8 Weeks,Free,"Transformers for nlp & genai. Build practical, job-ready skills in prompt engineering, rag, embeddings, hugging face. Designed for intermediate learners aiming for a NLP & GenAI role.","Module 1: Foundations of Transformers | Module 2: Core tools (prompt engineering, hugging face) | Module 3: Hands-on Transformers project | Module 4: Intermediate techniques and best practices | Module 5: Career path toward NLP & GenAI",https://www.edx.org/course/transformers-intermediate
Transformers,A advanced path into NLP & GenAI.,129356,Self-paced,IBM,Course Staff,Advanced,Computer Science,English,English,4–10 hours per week,6 Weeks,$49,"Transformers for nlp & genai. Build practical, job-ready skills in transformers, llm, embeddings, rag. Designed for advanced learners aiming for a NLP & GenAI role.","Module 1: Foundations of Transformers | Module 2: Core tools (transformers, rag) | Module 3: Hands-on Transformers project | Module 4: Advanced techniques and best practices | Module 5: Career path toward NLP & GenAI",https://www.edx.org/course/transformers-advanced
